"Ticker","Exchange","financialCurrency","currentPrice","sharesOutstanding","sec_id"
"BMPS.MI","MIL","EUR",2.2,1104009984,"sec_5333"
"BMRA","NCM","USD",3.62,8651960,"sec_5334"
"BMRC","NCM","USD",87.3,6938120,"sec_5335"
"BMRK","PNK","USD",0.019,25435100,"sec_5336"
"BMRN","NMS","USD",101.01,177590000,"sec_5337"
"BMRPF","PNK","GBP",5.5,1e+09,"sec_5338"
"BMS","NYQ","USD",49.79,91015296,"sec_5339"
"BMSPF","PNK","USD",0.009,6e+08,"sec_5340"
"BMT.DE","GER","GBP",46.955,2284999936,"sec_5341"
"BMT.F","FRA","GBP",46.7,2284999936,"sec_5342"
"BMT.L","LSE","GBP",1300,960000,"sec_5343"
"BMTA.F","FRA","GBP",46.6,1.858e+09,"sec_5344"
"BMTC","NMS","USD",49,20245500,"sec_5345"
"BMTO.L","LSE","GBP",1585,480000,"sec_5346"
"BMU.F","FRA","USD",22.38,47334000,"sec_5347"
"BMW.DE","GER","EUR",81.41,657110016,"sec_5348"
"BMW.F","FRA","EUR",81.39,601995008,"sec_5349"
"BMW.MI","MIL","EUR",81,657110016,"sec_5350"
"BMW3.DE","GER","EUR",70.75,55605400,"sec_5351"
"BMW3.F","FRA","EUR",70.45,657110016,"sec_5352"
"BMXC","PNK","USD",5e-04,648758016,"sec_5353"
"BMXI","PNK","USD",0.0095,64865600,"sec_5354"
"BMXMF","PNK","EUR",83.6,118127000,"sec_5355"
"BMY","NYQ","USD",60.89,1631879936,"sec_5356"
"BMY.L","LSE","GBP",225,74677600,"sec_5357"
"BMY.MX","MEX","USD",1158.5,1639929984,"sec_5358"
"BMYB34.SA","SAO","USD",241.33,1631879936,"sec_5359"
"BN.PA","PAR","EUR",67.69,646748032,"sec_5360"
"BN2.SI","SES","HKD",0.775,428617984,"sec_5361"
"BN4.SI","SES","SGD",6.64,1812409984,"sec_5362"
"BN5.F","FRA","GBP",0.004,612273024,"sec_5363"
"BNB.BR","BRU","EUR",2690,4e+05,"sec_5364"
"BNBR3.SA","SAO","BRL",38,86371504,"sec_5365"
"BNCC","PNK","USD",26.2,3295000,"sec_5366"
"BNCL","NMS","USD",17.7,74980600,"sec_5367"
"BNDSF","PNK","EUR",1.6627,3944620032,"sec_5368"
"BNDSY","PNK","EUR",3.03,3944620032,"sec_5369"
"BNE.SI","SES","USD",0.21,287011008,"sec_5370"
"BNE.TO","TOR","CAD",18.85,33310800,"sec_5371"
"BNED","NYQ","USD",6.42,46916600,"sec_5372"
"BNET","PNK","USD",0.765,24807600,"sec_5373"
"BNF.F","FRA","SEK",9.806,207036000,"sec_5374"
"BNFT","NGM","USD",36.9,31886600,"sec_5375"
"BNG.TO","TOR","CAD",0.095,102267000,"sec_5376"
"BNGLF","PNK","CAD",0.0751,102267000,"sec_5377"
"BNK.F","FRA","USD",83.49,47222700,"sec_5378"
"BNKHF","PNK","HKD",4.77,10572800000,"sec_5379"
"BNKL","PNK","USD",0.045,350383008,"sec_5380"
"BNKXF","PNK","EUR",3.65,3065070080,"sec_5381"
"BNL.BO","BSE","",11.2,NA,"sec_5382"
"BNN.DE","GER","EUR",21.15,16414300,"sec_5383"
"BNNLF","PNK","AUD",0.055,849627008,"sec_5384"
"BNO.AX","ASX","AUD",0.45,482752992,"sec_5385"
"BNOEF","PNK","AUD",0.36,482416992,"sec_5386"
"BNP.PA","PAR","EUR",50.99,1248950016,"sec_5387"
"BNP.TO","TOR","CAD",1.41,256900000,"sec_5388"
"BNPH.F","FRA","EUR",25.4,1247640064,"sec_5389"
"BNPQY","PNK","EUR",29.255,1247640064,"sec_5390"
"BNR.DE","GER","EUR",51.16,154500000,"sec_5391"
"BNRJF","PNK","CAD",0.0735,19637300,"sec_5392"
"BNS","NYQ","CAD",59.29,1198210048,"sec_5393"
"BNS.MI","MIL","EUR",0.7625,2268630016,"sec_5394"
"BNS.MX","MEX","CAD",1079.3,1198210048,"sec_5395"
"BNS.TO","TOR","CAD",77.42,1232519936,"sec_5396"
"BNSO","NCM","USD",3.2,4795620,"sec_5397"
"BNT1.DE","GER","EUR",10.75,5177020,"sec_5398"
"BNTAS.IS","IST","TRY",1.86,12750000,"sec_5399"
"BNTC","NCM","AUD",2.65,205143008,"sec_5400"
"BNTGF","PNK","EUR",57.22,154500000,"sec_5401"
"BNTGY","PNK","EUR",11.7,154500000,"sec_5402"
"BNTRF","PNK","CAD",0.044,79406000,"sec_5403"
"BNU.F","FRA","USD",35.14,106241000,"sec_5404"
"BNXR","PNK","USD",0.0169,24629800,"sec_5405"
"BO.CO","s","DKK",142,43167500,"sec_5406"
"BO1.F","FRA","USD",6.06,98928000,"sec_5407"
"BO4.SG","STU","NOK",7.79,99527400,"sec_5408"
"BO5.F","FRA","USD",31,112370000,"sec_5409"
"BO8.F","FRA","USD",35.3,128190000,"sec_5410"
"BO9.F","FRA","USD",115.76,154420000,"sec_5411"
"BOA.AX","ASX","AUD",0.12,52845200,"sec_5412"
"BOA.F","FRA","HKD",3.13,2764999936,"sec_5413"
"BOAC34.SA","SAO","USD",120.82,10012699648,"sec_5414"
"BOARF","PNK","USD",0.01,26289799168,"sec_5415"
"BOB.F","FRA","AUD",0.002,953401024,"sec_5416"
"BOBR4.SA","SAO","BRL",2.82,54064600,"sec_5417"
"BOCH","NGM","USD",12.75,16317900,"sec_5418"
"BOD.L","LSE","GBP",1.025,509281984,"sec_5419"
"BODALCHEM.BO","BSE","INR",123.65,122189000,"sec_5420"
"BODALCHEM.NS","NSI","INR",124.75,115405000,"sec_5421"
"BODHTREE.BO","BSE","INR",66.55,18046200,"sec_5422"
"BOE.AX","ASX","AUD",0.072,1574400000,"sec_5423"
"BOE.F","FRA","CNY",0.018,773769024,"sec_5424"
"BOE","NYQ","USD",11.22,68911800,"sec_5425"
"BOE.L","LSE","USD",336.21,593198976,"sec_5426"
"BOEI34.SA","SAO","USD",1350,575884032,"sec_5427"
"BOF.F","FRA","HKD",4.14,10572800000,"sec_5428"
"BOFI","NMS","USD",37.67,62688100,"sec_5429"
"BOH","NYQ","USD",83.93,42031200,"sec_5430"
"BOIL.L","LSE","GBP",0.55,1376409984,"sec_5431"
"BOJA","NMS","USD",14.55,36877800,"sec_5432"
"BOKA.AS","AMS","EUR",24.25,132704000,"sec_5433"
"BOKF","NMS","USD",99.78,65439100,"sec_5434"
"BOL-R.BK","SET","THB",1.97,820505024,"sec_5435"
"BOL.AX","ASX","AUD",0.215,474868992,"sec_5436"
"BOL.BK","SET","THB",1.97,820505024,"sec_5437"
"BOL.PA","PAR","EUR",4.066,2911869952,"sec_5438"
"BOL.SI","SES","USD",1.13,140080992,"sec_5439"
"BOL.ST","STO","SEK",251.7,273511008,"sec_5440"
"BOLB","PNK","USD",23,179000,"sec_5441"
"BOLBP","PNK","USD",0.2,179145,"sec_5442"
"BOLS.AS","AMS","EUR",16.55,12477300,"sec_5443"
"BOLSAA.MX","MEX","MXN",36.57,592988992,"sec_5444"
"BOLT.BA","BUE","ARS",5.09,1.25e+09,"sec_5445"
"BOLT.TA","TLV","ILS",1232,4542900,"sec_5446"
"BOLUC.IS","IST","TRY",4.55,143235008,"sec_5447"
"BOLYY","PNK","EUR",17,83144000,"sec_5448"
"BOM.F","FRA","EUR",2.89,14976200,"sec_5449"
"BOMBCYC.BO","BSE","INR",1950,2e+05,"sec_5450"
"BOMDYEING.BO","BSE","INR",258.05,206535008,"sec_5451"
"BOMDYEING.NS","NSI","INR",254.5,206535008,"sec_5452"
"BOMI.MI","MIL","EUR",3,14976200,"sec_5453"
"BOMOXY-B1.BO","BSE","INR",17374.75,150000,"sec_5454"
"BON.F","FRA","EUR",68.1,18430300,"sec_5455"
"BON.OL","OSL","NOK",109,42531900,"sec_5456"
"BON.PA","PAR","EUR",28.45,30965700,"sec_5457"
"BONAS.ST","STO","SEK",132,1680000,"sec_5458"
"BONG.ST","STO","SEK",1.21,211204992,"sec_5459"
"BONY34.SA","SAO","USD",200.56,1033160000,"sec_5460"
"BOO.L","LSE","GBP",193.15,1149570048,"sec_5461"
"BOOM","NMS","USD",41.75,14888700,"sec_5462"
"BOOT","NYQ","USD",27.09,27995800,"sec_5463"
"BOP.F","FRA","EUR",4.05,2906289920,"sec_5464"
"BOPH","PNK","USD",1e-04,19523000,"sec_5465"
"BOPO","PNK","USD",0.0075,47361600,"sec_5466"
"BOQ.AX","ASX","AUD",11.28,396656000,"sec_5467"
"BOR.F","FRA","CAD",0.084,138511008,"sec_5468"
"BOR.MI","MIL","EUR",1.73,862691,"sec_5469"
"BOR.OL","OSL","NOK",57,3377800,"sec_5470"
"BOR.V","VAN","CAD",0.01,63691700,"sec_5471"
"BORN","NYQ","CNY",1.08,25725000,"sec_5472"
"BOROSIL.BO","BSE","INR",306.9,92400000,"sec_5473"
"BORT","PNK","",29.25,NA,"sec_5474"
"BORUF","PNK","EUR",6.78,91981104,"sec_5475"
"BOS.TO","TOR","USD",13.07,23430900,"sec_5476"
"BOSC","NCM","USD",2.5,3553710,"sec_5477"
"BOSCHLTD.BO","BSE","INR",18899.95,30520700,"sec_5478"
"BOSCHLTD.NS","NSI","INR",18847.95,30520700,"sec_5479"
"BOSN.SW","EBS","CHF",193.5,6634710,"sec_5480"
"BOSS.DE","GER","EUR",70.18,69879504,"sec_5481"
"BOSS.F","FRA","EUR",70.34,69016200,"sec_5482"
"BOSS.SW","EBS","EUR",80.66,69879504,"sec_5483"
"BOSSA.IS","IST","TRY",6.13,33006600,"sec_5484"
"BOSSY","PNK","EUR",16.075,69879504,"sec_5485"
"BOT.F","FRA","USD",52.35,37443000,"sec_5486"
"BOTB.L","LSE","GBP",260,10098600,"sec_5487"
"BOTH","PNK","USD",0.85,1.1e+07,"sec_5488"
"BOTHE.BR","BRU","EUR",10.38,7733250,"sec_5489"
"BOTI-L.TA","TLV","ILS",379.1,15021400,"sec_5490"
"BOTJ","NCM","USD",15.67,4378440,"sec_5491"
"BOTRF","PNK","HKD",0.251,2625639936,"sec_5492"
"BOTX.ST","STO","SEK",9,23153200,"sec_5493"
"BOTY","PNK","USD",3e-04,665326016,"sec_5494"
"BOU.SI","SES","SGD",0.073,72215504,"sec_5495"
"BOUL.ST","STO","SEK",93.98,19416600,"sec_5496"
"BOUVET.OL","OSL","NOK",240,10152900,"sec_5497"
"BOUYF","PNK","EUR",41.65,4e+08,"sec_5498"
"BOW.F","FRA","PLN",1.416,215182000,"sec_5499"
"BOWFF","PNK","CAD",39.6194,46168400,"sec_5500"
"BOX.F","FRA","USD",221.58,267564000,"sec_5501"
"BOX","NYQ","USD",24.57,140400000,"sec_5502"
"BOX.L","LSE","GBP",0.045,2815830016,"sec_5503"
"BOY.DE","GER","EUR",5.461,6636890112,"sec_5504"
"BOY.F","FRA","EUR",5.435,6636890112,"sec_5505"
"BOY.TO","TOR","USD",0.395,25423100,"sec_5506"
"BOYP.IS","IST","TRY",7.45,257700000,"sec_5507"
"BOZA.F","FRA","IDR",0.011,76215197696,"sec_5508"
"BP-A.L","LSE","USD",145.5,19945099264,"sec_5509"
"BP-B.L","LSE","USD",163,19945099264,"sec_5510"
"BP-H.V","VAN","CAD",0.22,24943400,"sec_5511"
"BP","NYQ","USD",41.91,19738599424,"sec_5512"
"BP.L","LSE","USD",548.6,19970500608,"sec_5513"
"BP.SW","EBS","USD",7,19945099264,"sec_5514"
"BP0.F","FRA","USD",39.67,130400000,"sec_5515"
"BP2N.F","FRA","USD",0.903,8517120,"sec_5516"
"BP8.F","FRA","USD",12.22,84015104,"sec_5517"
"BPA.SG","STU","EUR",0.187,667068992,"sec_5518"
"BPAN4.SA","SAO","BRL",1.73,1141810048,"sec_5519"
"BPAQF","PNK","USD",6.95,19738599424,"sec_5520"
"BPAT.BA","BUE","ARS",38.05,696376000,"sec_5521"
"BPC.L","LSE","USD",6.05,1572720000,"sec_5522"
"BPCAP.BO","BSE","INR",9.48,3011800,"sec_5523"
"BPCL.BO","BSE","INR",375.95,2169250048,"sec_5524"
"BPCL.NS","NSI","INR",377.6,2169250048,"sec_5525"
"BPCOF","PNK","CAD",0.03,38453000,"sec_5526"
"BPD.F","FRA","EUR",3.216,1138979968,"sec_5527"
"BPDG.SW","EBS","CHF",3.44,14326600,"sec_5528"
"BPE.F","FRA","USD",6.15,19945099264,"sec_5529"
"BPE.MI","MIL","EUR",4,480852992,"sec_5530"
"BPE5.DE","GER","USD",6.136,19945099264,"sec_5531"
"BPE5.F","FRA","USD",6.161,19945099264,"sec_5532"
"BPF-UN.TO","TOR","CAD",18.3,21886100,"sec_5533"
"BPF.SI","SES","SGD",0.41,292296000,"sec_5534"
"BPFG.F","FRA","USD",0.517,5161930240,"sec_5535"
"BPFG.SG","STU","USD",0.513,5161930240,"sec_5536"
"BPFH","NMS","USD",13.95,84565696,"sec_5537"
"BPH.AX","ASX","AUD",0.001,966187008,"sec_5538"
"BPHA3.SA","SAO","BRL",1.52,113081000,"sec_5539"
"BPI.F","FRA","EUR",1.432,1456770048,"sec_5540"
"BPI","NYQ","USD",13.16,26988300,"sec_5541"
"BPIRD","PNK","EUR",5.18,436463008,"sec_5542"
"BPIRF","PNK","EUR",2.63,436463008,"sec_5543"
"BPL.AX","ASX","AUD",0.07,147883008,"sec_5544"
"BPL.BO","BSE","INR",52.25,48884800,"sec_5545"
"BPL","NYQ","USD",36.81,146944992,"sec_5546"
"BPL.NS","NSI","INR",52.15,45880000,"sec_5547"
"BPM.L","LSE","GBP",285,35988700,"sec_5548"
"BPMC","NMS","USD",69.69,43887700,"sec_5549"
"BPMI","PNK","USD",0.01,2057000,"sec_5550"
"BPMUF","PNK","CHF",68.8,10830100,"sec_5551"
"BPMX","ASE","USD",0.1642,191519008,"sec_5552"
"BPN.MX","MEX","USD",850,19945099264,"sec_5553"
"BPOP","NMS","USD",51.34,102296000,"sec_5554"
"BPOPO","PNK","USD",23.94,101987000,"sec_5555"
"BPOPP","PNK","USD",25.1,101987000,"sec_5556"
"BPOST.BR","NV","EUR",13.69,200000992,"sec_5557"
"BPOSY","NV","EUR",15.312,201818000,"sec_5558"
"BPS.F","FRA","AUD",1.15,2276160000,"sec_5559"
"BPSO.MI","MIL","EUR",3.552,449736000,"sec_5560"
"BPSR","PNK","USD",0.025,432289984,"sec_5561"
"BPT.AX","ASX","AUD",1.865,2277029888,"sec_5562"
"BPT","NYQ","USD",28.95,21400000,"sec_5563"
"BPTEX.BO","BSE","INR",15.7,252726,"sec_5564"
"BPTH","NCM","USD",1.44,11340800,"sec_5565"
"BPV.F","FRA","USD",0.048,1510480000,"sec_5566"
"BPX.F","FRA","USD",5.61,43346200,"sec_5567"
"BPXXY","PNK","EUR",10.35,480852992,"sec_5568"
"BPY-UN.TO","TOR","USD",26.28,262088000,"sec_5569"
"BPY","NYQ","USD",20.09,262088000,"sec_5570"
"BQC.SI","SES","SGD",0.525,119776000,"sec_5571"
"BQD.SI","SES","MYR",0.3,141918000,"sec_5572"
"BQE.L","LSE","GBP",472.5,22326600,"sec_5573"
"BQE.V","VAN","CAD",0.08,93966704,"sec_5574"
"BQF.SI","SES","SGD",0.28,109866000,"sec_5575"
"BQI.SI","SES","CNY",0.064,85500000,"sec_5576"
"BQM.SI","SES","SGD",0.28,232235008,"sec_5577"
"BQN.SI","SES","SGD",0.19,1.2e+08,"sec_5578"
"BQO.SI","SES","CNY",6.08,110183000,"sec_5579"
"BQP.SI","SES","CNY",0.42,70319200,"sec_5580"
"BR","NYQ","USD",133.23,116325000,"sec_5581"
"BR.TO","TOR","CAD",5.01,6981630,"sec_5582"
"BR3.F","FRA","USD",0.438,210202000,"sec_5583"
"BRADYM.BO","BSE","INR",48,2250000,"sec_5584"
"BRAN.TA","TLV","ILS",698.9,10080800,"sec_5585"
"BRAP4.SA","SAO","BRL",30.17,225863008,"sec_5586"
"BRAV.ST","STO","SEK",66.3,202167008,"sec_5587"
"BRAWN.BO","BSE","INR",50.1,3000300,"sec_5588"
"BRB.TO","TOR","CAD",4.19,35397200,"sec_5589"
"BRBI","PNK","USD",0.0099,2999150,"sec_5590"
"BRBMF","PNK","CAD",3.76,6981630,"sec_5591"
"BRBOF","PNK","EUR",13.45,325187008,"sec_5592"
"BRBS","PNK","USD",20,2761140,"sec_5593"
"BRBW","PNK","USD",8.75,3108000,"sec_5594"
"BRBY.L","LSE","GBP",2244,411753984,"sec_5595"
"BRC","NYQ","USD",38.2,48200700,"sec_5596"
"BRD.F","FRA","BRL",24.92,795734016,"sec_5597"
"BRD.L","LSE","GBP",0.975,202324000,"sec_5598"
"BRD.SI","SES","CNY",0.13,326072000,"sec_5599"
"BRDCF","PNK","JPY",38.2,751736000,"sec_5600"
"BRDCY","PNK","JPY",18.65,751736000,"sec_5601"
"BRE.MI","MIL","EUR",11.14,325187008,"sec_5602"
"BRE.TO","TOR","CAD",17.85,9483850,"sec_5603"
"BRE2.ST","STO","SEK",1.425,701001984,"sec_5604"
"BREC.F","FRA","BRL",6.55,6693579776,"sec_5605"
"BRER","PNK","USD",0.055,5477000,"sec_5606"
"BRES.QA","DOH","QAR",35.01,389124992,"sec_5607"
"BREW","NMS","USD",19.05,19362600,"sec_5608"
"BRFH","PNK","USD",0.53,119657000,"sec_5609"
"BRFL.NS","NSI","INR",18.7,185994000,"sec_5610"
"BRFS","NYQ","BRL",5.18,799004992,"sec_5611"
"BRFS3.SA","SAO","BRL",20.13,811340032,"sec_5612"
"BRFSN.MX","MEX","BRL",100.85,799004992,"sec_5613"
"BRG-B.ST","STO","SEK",3.49,340788000,"sec_5614"
"BRG.AX","ASX","AUD",13.5,130095000,"sec_5615"
"BRG","ASE","USD",9.78,23665200,"sec_5616"
"BRG.OL","OSL","NOK",77.4,99529800,"sec_5617"
"BRGE12.SA","SAO","BRL",2.7,73646400,"sec_5618"
"BRGE3.SA","SAO","BRL",4.49,73646400,"sec_5619"
"BRGE6.SA","SAO","BRL",8,73646400,"sec_5620"
"BRH.F","FRA","USD",273695,1645040,"sec_5621"
"BRI.MI","MIL","EUR",0.069,787665024,"sec_5622"
"BRID","NGM","USD",14.2,9076830,"sec_5623"
"BRIDGESE.BO","BSE","INR",10.5,3361300,"sec_5624"
"BRIG.ST","STO","SEK",9.02,68171800,"sec_5625"
"BRIGADE.BO","BSE","INR",192.35,136127008,"sec_5626"
"BRIL.TA","TLV","ILS",770,6032540,"sec_5627"
"BRIN-B.ST","STO","SEK",16.35,53113000,"sec_5628"
"BRIN.TA","TLV","USD",1964,16640400,"sec_5629"
"BRIO.BA","BUE","ARS",18.8,2759089920,"sec_5630"
"BRIO6.BA","BUE","ARS",18,1271520000,"sec_5631"
"BRISA.IS","IST","TRY",5.79,106791000,"sec_5632"
"BRIV3.SA","SAO","BRL",5.2,53482100,"sec_5633"
"BRIV4.SA","SAO","BRL",6.19,35118500,"sec_5634"
"BRJ.F","FRA","AUD",0.582,210792992,"sec_5635"
"BRK-A","NYQ","USD",313465,734527,"sec_5636"
"BRK-B","NYQ","USD",208.14,1365840000,"sec_5637"
"BRK.AX","ASX","AUD",0.012,990422016,"sec_5638"
"BRK.L","LSE","GBP",1817.5,13719800,"sec_5639"
"BRKB.MX","MEX","USD",3962,1645520,"sec_5640"
"BRKK","PNK","USD",0.010885,60295100,"sec_5641"
"BRKL","NMS","USD",18,76704800,"sec_5642"
"BRKM3.SA","SAO","BRL",56,451668992,"sec_5643"
"BRKM5.SA","SAO","BRL",56.4,343815008,"sec_5644"
"BRKM6.SA","SAO","BRL",41.5,500230,"sec_5645"
"BRKN.SW","EBS","CHF",86.6,5997880,"sec_5646"
"BRKO.IS","IST","TRY",0.36,1.2e+08,"sec_5647"
"BRKR","NMS","USD",34.2,156080000,"sec_5648"
"BRKS","NMS","USD",29.04,70539904,"sec_5649"
"BRL.AX","ASX","NZD",0.12,1558620032,"sec_5650"
"BRL.V","VAN","CAD",0.045,24372000,"sec_5651"
"BRL1.F","FRA","ZAR",6.93,212692992,"sec_5652"
"BRLAF","PNK","GBP",7.9475,1029760000,"sec_5653"
"BRM.DE","GER","USD",53.51,1639929984,"sec_5654"
"BRM.V","VAN","CAD",0.41,38661600,"sec_5655"
"BRMEN.IS","IST","TRY",0.96,16437200,"sec_5656"
"BRMG.TA","TLV","ILS",1727,10111500,"sec_5657"
"BRML3.SA","SAO","BRL",9.43,850604992,"sec_5658"
"BRMSY","PNK","BRL",5.025,850604992,"sec_5659"
"BRN.AX","ASX","USD",0.18,984081024,"sec_5660"
"BRN","ASE","USD",1.94,8277160,"sec_5661"
"BRNGF","PNK","AUD",0.189924,432020992,"sec_5662"
"BRNL.AS","AMS","EUR",13.11,50574600,"sec_5663"
"BRO","NYQ","USD",29.82,276198016,"sec_5664"
"BROCK-R.BK","SET","THB",2.38,1.025e+09,"sec_5665"
"BROCK.BK","SET","THB",2.38,1.025e+09,"sec_5666"
"BROE","PNK","USD",0.0035,89168000,"sec_5667"
"BROOK.BK","SET","THB",0.58,5637600256,"sec_5668"
"BROOKS.NS","NSI","INR",80.8,16159300,"sec_5669"
"BRPIF","PNK","CAD",50.52,98962704,"sec_5670"
"BRPL.BO","BSE","INR",31,3295800,"sec_5671"
"BRPR3.SA","SAO","BRL",8.49,403427008,"sec_5672"
"BRR-R.BK","SET","THB",6.85,812099968,"sec_5673"
"BRR.BK","SET","THB",6.8,812099968,"sec_5674"
"BRRAY","PNK","ZAR",8.21,212692992,"sec_5675"
"BRRE","PNK","USD",6.49,2450000,"sec_5676"
"BRS","NYQ","USD",10.5,35765300,"sec_5677"
"BRS.V","VAN","CAD",0.04,130429000,"sec_5678"
"BRSAN.IS","IST","TRY",7.45,57174200,"sec_5679"
"BRSGF","PNK","CAD",0.052,28175200,"sec_5680"
"BRSI","PNK","USD",0.07018,11331000,"sec_5681"
"BRSLF","PNK","CAD",0.42436,121136000,"sec_5682"
"BRSOF","PNK","CAD",0.0246,130429000,"sec_5683"
"BRSR3.SA","SAO","BRL",17.15,205060000,"sec_5684"
"BRSR6.SA","SAO","BRL",15.85,202372992,"sec_5685"
"BRSS","NYQ","USD",35.6,22173900,"sec_5686"
"BRT","NYQ","USD",13.09,15674800,"sec_5687"
"BRTX","PNK","USD",1.4325,7252560,"sec_5688"
"BRU.AX","ASX","AUD",0.255,432073984,"sec_5689"
"BRVRF","PNK","CAD",0.0276,191751008,"sec_5690"
"BRW.L","LSE","GBP",356.2,273428000,"sec_5691"
"BRX","NYQ","USD",18.31,302627008,"sec_5692"
"BRY.L","LSE","GBP",66.5,83363600,"sec_5693"
"BRY.TO","TOR","CAD",0.34,23933000,"sec_5694"
"BRYAF","PNK","MYR",0.05,4875579904,"sec_5695"
"BRYAT.IS","IST","TRY",37.72,22500000,"sec_5696"
"BRYFF","PNK","CAD",0.25472,23933000,"sec_5697"
"BRYN.F","FRA","USD",181.87,1645040,"sec_5698"
"BRYN","PNK","USD",0.0165,51266000,"sec_5699"
"BRZ.V","VAN","CAD",0.3,64317100,"sec_5700"
"BRZL","PNK","USD",0.0032,132334000,"sec_5701"
"BS5.F","FRA","USD",1.38,8245320,"sec_5702"
"BS6.SI","SES","CNY",1.06,3945769984,"sec_5703"
"BS7.F","FRA","USD",17.18,42704000,"sec_5704"
"BSA.AX","ASX","AUD",0.285,422998016,"sec_5705"
"BSA.F","FRA","CLP",26.75,188445999104,"sec_5706"
"BSAC","NYQ","CLP",30.68,188445999104,"sec_5707"
"BSAN33.SA","SAO","EUR",19,15380500480,"sec_5708"
"BSB.F","FRA","GBP",17.05,1.718e+09,"sec_5709"
"BSBM-R.BK","SET","THB",1.13,1132499968,"sec_5710"
"BSBM.BK","SET","THB",1.12,1132499968,"sec_5711"
"BSBR","NYQ","BRL",8.82,7502369792,"sec_5712"
"BSCA","PNK","USD",20.67,2344680,"sec_5713"
"BSD.L","LSE","ILS",24.5,129340000,"sec_5714"
"BSD.PA","PAR","EUR",1.52,55955400,"sec_5715"
"BSD2.DE","GER","EUR",4.334,15380500480,"sec_5716"
"BSD2.F","FRA","EUR",4.335,16124999680,"sec_5717"
"BSDGY","PNK","CNY",6.4,10540000256,"sec_5718"
"BSDK.F","FRA","EUR",4.4,15380500480,"sec_5719"
"BSE.AX","ASX","AUD",0.245,1127580032,"sec_5720"
"BSE.F","FRA","EUR",0.756,2268630016,"sec_5721"
"BSE.L","LSE","AUD",14.75,747193984,"sec_5722"
"BSEFY","PNK","JPY",36.78,96307800,"sec_5723"
"BSEG","PNK","USD",0.0187,76544000,"sec_5724"
"BSELINFRA.BO","BSE","INR",2.91,82616800,"sec_5725"
"BSELINFRA.NS","NSI","INR",3,82616800,"sec_5726"
"BSEM","PNK","USD",5.05,20731,"sec_5727"
"BSEN.TA","TLV","USD",8303,8465580,"sec_5728"
"BSET","NMS","USD",23.1,10735900,"sec_5729"
"BSEV3.SA","SAO","BRL",2.87,1020430016,"sec_5730"
"BSGM","PNK","USD",2.74,37344900,"sec_5731"
"BSHF","PNK","USD",0.0085,117611000,"sec_5732"
"BSHI","PNK","USD",17,2106000,"sec_5733"
"BSHPF","PNK","USD",0.07,1510480000,"sec_5734"
"BSKP.SW","EBS","CHF",73.6,5099550,"sec_5735"
"BSL.AX","ASX","AUD",17.34,546275008,"sec_5736"
"BSL.BO","BSE","INR",57,10293200,"sec_5737"
"BSL.DE","GER","EUR",180.8,3215250,"sec_5738"
"BSL.F","FRA","EUR",183.2,3211140,"sec_5739"
"BSL.NS","NSI","INR",58,10370400,"sec_5740"
"BSLIMITED.BO","BSE","INR",0.47,441684000,"sec_5741"
"BSLIMITED.NS","NSI","INR",0.35,441684000,"sec_5742"
"BSLN.SW","EBS","CHF",59.9,10878600,"sec_5743"
"BSM-R.BK","SET","THB",0.68,1915309952,"sec_5744"
"BSM.AX","ASX","AUD",0.026,2458370048,"sec_5745"
"BSM.BK","SET","THB",0.68,1915410048,"sec_5746"
"BSM","NYQ","USD",18.47,106035000,"sec_5747"
"BSMX","NYQ","MXN",7.75,76849897472,"sec_5748"
"BSMZF","PNK","CAD",1.03,82315400,"sec_5749"
"BSN.F","FRA","EUR",67.56,638169984,"sec_5750"
"BSND","PNK","",475,NA,"sec_5751"
"BSO-UN.TO","TOR","",4.45,NA,"sec_5752"
"BSOKE.IS","IST","TRY",1.14,259924992,"sec_5753"
"BSP.F","FRA","GBP",6.966,3190000128,"sec_5754"
"BSPA","OBB","USD",52.002,743000,"sec_5755"
"BSPM","NCM","USD",1.98,2637190,"sec_5756"
"BSQR","NGM","USD",2,12690900,"sec_5757"
"BSR.AX","ASX","AUD",0.022,2229120000,"sec_5758"
"BSR.F","FRA","CAD",0.572,135123008,"sec_5759"
"BSR.V","VAN","USD",1.34,63840600,"sec_5760"
"BSRAF","PNK","USD",0.0022,378780992,"sec_5761"
"BSRC","PNK","USD",0.0851,56930400,"sec_5762"
"BSRP.MI","MIL","EUR",6.48,6600000,"sec_5763"
"BSRR","NMS","USD",29.63,15263100,"sec_5764"
"BSS.F","","EUR",22.6,5283390,"sec_5765"
"BSS.MI","MIL","EUR",29.44,27393000,"sec_5766"
"BSSC","PNK","",270,NA,"sec_5767"
"BST.AX","ASX","AUD",0.985,18318000,"sec_5768"
"BST.DE","GER","EUR",1.995,13200100,"sec_5769"
"BST.F","FRA","EUR",1.99,13200100,"sec_5770"
"BST.MI","MIL","EUR",1.994,80351104,"sec_5771"
"BSTC","NGM","USD",51.91,7294890,"sec_5772"
"BSTG","NCM","USD",3.55,5663420,"sec_5773"
"BSTK","PNK","USD",0.0035,71300000,"sec_5774"
"BSTO","PNK","USD",0.04,73602704,"sec_5775"
"BSU.SG","STU","USD",36.8,19945099264,"sec_5776"
"BSX.F","FRA","USD",30.12,1381309952,"sec_5777"
"BSX","NYQ","USD",34.41,1382919936,"sec_5778"
