"Ticker","Exchange","financialCurrency","currentPrice","sharesOutstanding","sec_id"
"MNPR3.SA","A.","BRL",2.16,7100100,"sec_12984"
"MNR","NYQ","USD",16.91,80455200,"sec_12985"
"MNRO","NMS","USD",70.35,32873800,"sec_12986"
"MNS.AX","ASX","AUD",0.375,572878016,"sec_12987"
"MNST","NMS","USD",62.17,552523008,"sec_12988"
"MNTA","NMS","USD",27.6,77361000,"sec_12989"
"MNTM","PNK","USD",0.04,54320700,"sec_12990"
"MNTR","PNK","USD",0.75,23076700,"sec_12991"
"MNTX","NCM","USD",11.5,19606500,"sec_12992"
"MNW.AX","ASX","AUD",0.028,785302976,"sec_12993"
"MNW.TO","TOR","USD",14.32,118200000,"sec_12994"
"MNXBF","PNK","JPY",5.48,277216000,"sec_12995"
"MNY.AX","ASX","AUD",2.06,176611008,"sec_12996"
"MNY.V","VAN","CAD",0.05,61132600,"sec_12997"
"MO","NYQ","USD",61,1885170048,"sec_12998"
"MO.MX","MEX","USD",1165,1.928e+09,"sec_12999"
"MO.SW","EBS","USD",60.5,1891000064,"sec_13000"
"MOAR3.SA","SAO","BRL",160,12251200,"sec_13001"
"MOB.ST","STO","SEK",51.8,17440800,"sec_13002"
"MOBL","NMS","USD",4.95,102736000,"sec_13003"
"MOBN.SW","EBS","CHF",243,6216370,"sec_13004"
"MOBQ","PNK","USD",0.09,375836000,"sec_13005"
"MOC.AX","ASX","AUD",1.69,123756000,"sec_13006"
"MOC","ASE","USD",1.83,10134700,"sec_13007"
"MOD","NYQ","USD",17.3,50690900,"sec_13008"
"MODN","NYQ","USD",16.05,31250400,"sec_13009"
"MODWOOL.BO","BSE","INR",6.79,910000,"sec_13010"
"MOFG","NMS","USD",33.5,12221100,"sec_13011"
"MOG-A","NYQ","USD",77.66,32466700,"sec_13012"
"MOG-B","NYQ","USD",75.49,3322520,"sec_13013"
"MOGG.F","FRA","HUF",4.02,634227008,"sec_13014"
"MOGP.L","LSE","GBP",2,254244000,"sec_13015"
"MOH","NYQ","USD",134.83,61762000,"sec_13016"
"MOHF.F","FRA","EUR",58.5,502617984,"sec_13017"
"MOJO","PNK","USD",0.19,27154100,"sec_13018"
"MOL.MI","MIL","EUR",13.7,38029600,"sec_13019"
"MOLI.BA","BUE","ARS",40,200578000,"sec_13020"
"MOMO","NMS","USD",38.15,203715008,"sec_13021"
"MON.V","VAN","CAD",0.195,21880800,"sec_13022"
"MONC.MI","MIL","EUR",37.3,251676000,"sec_13023"
"MONNETISPA.NS","NSI","INR",14.85,200763008,"sec_13024"
"MONT.BR","BRU","EUR",47.9,12017500,"sec_13025"
"MONV.SG","STU","CHF",0.08,29077500,"sec_13026"
"MONY.L","LSE","GBP",287.6,536167008,"sec_13027"
"MOO.V","VAN","CAD",0.01,167536000,"sec_13028"
"MOPN","PNK","USD",0.0011,241512000,"sec_13029"
"MOR.DE","GER","EUR",98.8,31817400,"sec_13030"
"MORI.BA","BUE","ARS",1.85,44035200,"sec_13031"
"MORN","NMS","USD",137.06,42636100,"sec_13032"
"MOS.F","FRA","EUR",12.62,59841900,"sec_13033"
"MOS","NYQ","USD",29.63,385457984,"sec_13034"
"MOSB.L","LSE","GBP",45.55,100500000,"sec_13035"
"MOSCHIP.BO","BSE","INR",29.25,138051008,"sec_13036"
"MOST","PNK","USD",2.03,28236600,"sec_13037"
"MOSY","NCM","USD",0.85,8170910,"sec_13038"
"MOUR.BR","BRU","EUR",139,396376,"sec_13039"
"MOV","NYQ","USD",49.6,23097100,"sec_13040"
"MOX.V","VAN","CAD",0.58,53451100,"sec_13041"
"MOXC","NCM","USD",1.23,67007200,"sec_13042"
"MOY.AX","ASX","AUD",0.19,791969984,"sec_13043"
"MP1.AX","ASX","AUD",4,117898000,"sec_13044"
"MPAA","NMS","USD",24.75,18916100,"sec_13045"
"MPAD","PNK","USD",7.9,2578320,"sec_13046"
"MPAY","PNK","USD",1.72,234541,"sec_13047"
"MPB","NGM","USD",30.6,8442020,"sec_13048"
"MPC","NYQ","USD",77.11,451004992,"sec_13049"
"MPCK.DE","GER","EUR",4.99,33470000,"sec_13050"
"MPHC.QA","DOH","QAR",15.55,1256320000,"sec_13051"
"MPILCORPL.BO","BSE","INR",141,571577,"sec_13052"
"MPIR","PNK","USD",1.5,155783008,"sec_13053"
"MPL.AX","ASX","AUD",3.26,2753999872,"sec_13054"
"MPLX","NYQ","USD",37.32,794033024,"sec_13055"
"MPML","PNK","USD",0.03,7142000,"sec_13056"
"MPMQ","PNK","USD",36.5,48163700,"sec_13057"
"MPOHY","PNK","ZAR",5.6,1.558e+09,"sec_13058"
"MPS.F","FRA","EUR",0.725,7912200,"sec_13059"
"MPSP","PNK","USD",0.0425,88540896,"sec_13060"
"MPW","NYQ","USD",14.93,364664992,"sec_13061"
"MPWR","NMS","USD",140.72,42299700,"sec_13062"
"MPX.AX","ASX","AUD",0.29,99027104,"sec_13063"
"MPX","NYQ","USD",18.54,34548000,"sec_13064"
"MQ.ST","STO","SEK",13.4,35156500,"sec_13065"
"MQ4.SG","STU","EUR",32.45,20411800,"sec_13066"
"MQG.AX","ASX","AUD",124.56,322543008,"sec_13067"
"MQI.F","FRA","JPY",4.42,259698000,"sec_13068"
"MQPXF","PNK","CAD",0.11419,172542000,"sec_13069"
"MQR.V","VAN","CAD",0.21,233052992,"sec_13070"
"MR-UN.TO","TOR","CAD",8.21,13186800,"sec_13071"
"MR4.F","FRA","USD",13.01,42358200,"sec_13072"
"MRAAY","PNK","JPY",39.7,212744992,"sec_13073"
"MRB.PA","PAR","EUR",12.55,10244300,"sec_13074"
"MRC.AX","ASX","USD",0.175,418592000,"sec_13075"
"MRC","NYQ","USD",19.38,90315200,"sec_13076"
"MRC.TO","TOR","CAD",171.99,11441000,"sec_13077"
"MRCBF","PNK","CAD",125.8,11890200,"sec_13078"
"MRCK34.SA","SAO","USD",271.65,2670040064,"sec_13079"
"MRCY","NMS","USD",50.06,48190000,"sec_13080"
"MRD.TO","TOR","CAD",14.47,33398600,"sec_13081"
"MRDDF","PNK","CAD",0.0173,103381000,"sec_13082"
"MRDS.QA","DOH","QAR",6.92,115762000,"sec_13083"
"MRE.TO","TOR","CAD",13.25,86864600,"sec_13084"
"MRF.NS","NSI","INR",73747.75,4241140,"sec_13085"
"MRFG3.SA","SAO","BRL",6.24,620483008,"sec_13086"
"MRG-UN.TO","TOR","CAD",16.52,33710000,"sec_13087"
"MRG.ST","STO","SEK",42.485,40849400,"sec_13088"
"MRGE","PNK","USD",0.02,329881984,"sec_13089"
"MRGYO.IS","IST","TRY",0.55,102509000,"sec_13090"
"MRIN","NYQ","USD",3.45,5785000,"sec_13091"
"MRK.BA","BUE","USD",181.75,2670040064,"sec_13092"
"MRK.DE","GER","EUR",90.02,434777984,"sec_13093"
"MRK","NYQ","USD",69.06,2659529984,"sec_13094"
"MRK.PA","PAR","USD",60.5,2727130112,"sec_13095"
"MRK1T.TL","TAL","EUR",9.75,17700000,"sec_13096"
"MRL.V","VAN","CAD",0.15,61718200,"sec_13097"
"MRLN","NMS","USD",27.9,12219100,"sec_13098"
"MRM.AX","ASX","AUD",0.275,858076992,"sec_13099"
"MRN.AX","ASX","AUD",2.12,171003008,"sec_13100"
"MRNA","PNK","USD",0.67125,10852300,"sec_13101"
"MRNJ","PNK","USD",1e-04,999604992,"sec_13102"
"MRNS","NGM","USD",5.57,40525000,"sec_13103"
"MRO","NYQ","USD",19.83,854147968,"sec_13104"
"MRO.L","LSE","GBP",221.1,4858250240,"sec_13105"
"MRO.V","VAN","CAD",0.2,56890100,"sec_13106"
"MRP.AX","ASX","AUD",0.079,351025984,"sec_13107"
"MRPL.BO","BSE","INR",81.5,1752600064,"sec_13108"
"MRPL.NS","NSI","INR",81.1,1752600064,"sec_13109"
"MRS.V","VAN","CAD",0.215,129666000,"sec_13110"
"MRSHL.IS","IST","TRY",36.82,1e+07,"sec_13111"
"MRSKY","PNK","JPY",14.66,122949000,"sec_13112"
"MRSS.BO","BSE","INR",101.95,10026000,"sec_13113"
"MRT-UN.TO","TOR","CAD",12.49,60707800,"sec_13114"
"MRTN","NMS","USD",22.6,54659100,"sec_13115"
"MRTX","NCM","USD",59.95,32358500,"sec_13116"
"MRU.TO","TOR","CAD",43.03,227424992,"sec_13117"
"MRVE3.SA","SAO","BRL",13.14,442607008,"sec_13118"
"MRVL","NMS","USD",19.78,653732992,"sec_13119"
"MRW.L","LSE","GBP",263.3,2359429888,"sec_13120"
"MRWSF","PNK","GBP",3.325,2329200128,"sec_13121"
"MRWSY","PNK","GBP",16.795,2329200128,"sec_13122"
"MRZLF","PNK","CAD",1.2001,49116100,"sec_13123"
"MS-PA","NYQ","USD",23.52,1839580032,"sec_13124"
"MS-PF","NYQ","USD",27.86,1839580032,"sec_13125"
"MS-PI","NYQ","USD",27.01,1839580032,"sec_13126"
"MS","NYQ","USD",48.37,1744790016,"sec_13127"
"MS.MX","MEX","USD",912,1839580032,"sec_13128"
"MS7.SI","SES","NOK",0.25,1.18e+09,"sec_13129"
"MSA","NYQ","USD",100.19,38435200,"sec_13130"
"MSAB-B.ST","STO","SEK",79.6,17408400,"sec_13131"
"MSADF","PNK","JPY",30.29,NA,"sec_13132"
"MSAH","PNK","USD",0.01558,48227000,"sec_13133"
"MSB.AX","ASX","USD",1.545,482640000,"sec_13134"
"MSB","NYQ","USD",27.5,13120000,"sec_13135"
"MSBC","PNK","USD",75.01,1757600,"sec_13136"
"MSBF","NGM","USD",21.2,5083690,"sec_13137"
"MSBHY","PNK","JPY",56.77,1585580032,"sec_13138"
"MSBR34.SA","SAO","USD",183.7,1749650048,"sec_13139"
"MSCD34.SA","SAO","USD",798.32,1039699968,"sec_13140"
"MSCI","NYQ","USD",173.28,88832896,"sec_13141"
"MSEIS.OL","OSL","USD",16.05,77559104,"sec_13142"
"MSEX","NMS","USD",47.34,16392400,"sec_13143"
"MSFT.BA","BUE","USD",649.55,7677000192,"sec_13144"
"MSFT","NMS","USD",107.58,7668219904,"sec_13145"
"MSFT34.SA","SAO","USD",422.49,7677000192,"sec_13146"
"MSG","NYQ","USD",298.17,19133800,"sec_13147"
"MSGL.HM","HAM","EUR",2.72,42802500,"sec_13148"
"MSGN","NYQ","USD",24.45,61723800,"sec_13149"
"MSGO","PNK","USD",0.0375,60823000,"sec_13150"
"MSI.F","FRA","JPY",22.11,200099008,"sec_13151"
"MSI","NYQ","USD",122.99,162267008,"sec_13152"
"MSI.TO","TOR","CAD",27.29,63779800,"sec_13153"
"MSL","NYQ","USD",14.85,16619900,"sec_13154"
"MSLOF","PNK","JPY",24.5,119617000,"sec_13155"
"MSLP","PNK","USD",1.12,14731700,"sec_13156"
"MSLXP","PNK","USD",95,16619900,"sec_13157"
"MSM.AX","ASX","AUD",0.013,475595008,"sec_13158"
"MSM","NYQ","USD",87.12,46064000,"sec_13159"
"MSMKF","PNK","JPY",45,105814000,"sec_13160"
"MSMN.L","LSE","AUD",0.6,453992992,"sec_13161"
"MSN","ASE","USD",1.44,22572000,"sec_13162"
"MSON-A.ST","STO","SEK",74.5,539872,"sec_13163"
"MSON-B.ST","STO","SEK",69.5,45468200,"sec_13164"
"MSON","NGM","USD",17.25,9404840,"sec_13165"
"MSPA3.SA","SAO","BRL",48.5,5631440,"sec_13166"
"MSPC","PNK","USD",2e-04,4609710080,"sec_13167"
"MSRB.F","FRA","EUR",7.92,355512992,"sec_13168"
"MSRT","PNK","USD",0.10999,155788000,"sec_13169"
"MSTO","PNK","",0.01,NA,"sec_13170"
"MSTR","NMS","USD",139.53,9432210,"sec_13171"
"MSTY.PA","PAR","USD",15,8770230,"sec_13172"
"MSV.TO","TOR","CAD",0.53,60704700,"sec_13173"
"MSVB","PNK","USD",12.35,3570750,"sec_13174"
"MSYS.L","LSE","GBP",1.55,456364992,"sec_13175"
"MT.AS","AMS","USD",25.005,1.013e+09,"sec_13176"
"MT","NYQ","USD",29.1,1.02e+09,"sec_13177"
"MT.MI","MIL","EUR",3.84,318880992,"sec_13178"
"MT.SW","EBS","USD",29.18,1.013e+09,"sec_13179"
"MTAGF","PNK","EUR",7.95,327500000,"sec_13180"
"MTB-P","NYQ","USD",1010,144260992,"sec_13181"
"MTB.AX","ASX","AUD",0.008,423179008,"sec_13182"
"MTB","NYQ","USD",176.5,143791008,"sec_13183"
"MTB.V","VAN","CAD",0.065,165939008,"sec_13184"
"MTBC","NCM","USD",4.77,11846400,"sec_13185"
"MTBCP","NCM","USD",27.04,11451400,"sec_13186"
"MTCH","NMS","USD",47.83,66974500,"sec_13187"
"MTD","NYQ","USD",564.74,25213800,"sec_13188"
"MTDR","NYQ","USD",30.59,116365000,"sec_13189"
"MTE.DE","FRA","USD",40.93,1.112e+09,"sec_13190"
"MTENY","PNK","INR",0.3025,6.3e+08,"sec_13191"
"MTEX","NMS","USD",20.4,2402610,"sec_13192"
"MTF.MI","MIL","EUR",0.0548,109556000,"sec_13193"
"MTFB.L","LSE","USD",34.85,296660000,"sec_13194"
"MTG-A.ST","STO","SEK",311,545662,"sec_13195"
"MTG-B.ST","STO","SEK",311.4,66838100,"sec_13196"
"MTG","NYQ","USD",12.48,362155008,"sec_13197"
"MTGE","NMS","USD",19.95,45797700,"sec_13198"
"MTGEP","NMS","USD",25.74,45798000,"sec_13199"
"MTH.AX","ASX","AUD",0.013,200342000,"sec_13200"
"MTH","NYQ","USD",41.9,40649500,"sec_13201"
"MTL","NYQ","RUB",2.53,208135008,"sec_13202"
"MTL.L","LSE","GBP",1.875,2071330048,"sec_13203"
"MTL.TO","TOR","CAD",16.4,104778000,"sec_13204"
"MTLK","PNK","USD",0.6,1255640,"sec_13205"
"MTLQU","PNK","",10.08,NA,"sec_13206"
"MTLS","NMS","EUR",13.01,52381400,"sec_13207"
"MTMW","PNK","USD",0.0101,95231504,"sec_13208"
"MTN","NYQ","USD",294.83,40322000,"sec_13209"
"MTNB","ASE","USD",0.36,94035600,"sec_13210"
"MTNOF","PNK","ZAR",7.95,1797449984,"sec_13211"
"MTNOY","PNK","ZAR",6.985,1797449984,"sec_13212"
"MTO.V","VAN","CAD",0.47,101947000,"sec_13213"
