"comp_id","Sector","Industry"
"comp_2769","Industrial Goods","General Contractors"
"comp_12818","Basic Materials","Industrial Metals & Minerals"
"comp_3687","Financial Services","Banks - Regional - Europe"
"comp_12257","Consumer Cyclical","Marketing Services"
"comp_1827","Communication Services","Telecom Services"
"comp_10979","Technology","Scientific & Technical Instruments"
"comp_5059","Basic Materials","Specialty Chemicals"
"comp_1331","Financial Services","Banks - Regional - US"
"comp_9711","Technology","Scientific & Technical Instruments"
"comp_6332","Energy","Oil & Gas Integrated"
"comp_2951","Basic Materials","Gold"
"comp_7305","Communication Services","Telecom Services"
"comp_1982","Consumer Cyclical","Marketing Services"
"comp_2018","Technology","Internet Content & Information"
"comp_8397","Basic Materials","Chemicals"
"comp_6501","Healthcare","Biotechnology"
"comp_12765","Healthcare","Biotechnology"
"comp_11330","Basic Materials","Steel"
"comp_13464","Industrials","Trucking"
"comp_2086","Financial Services","Credit Services"
"comp_9330","Consumer Cyclical","Textile Manufacturing"
"comp_9370","Basic Materials","Specialty Chemicals"
"comp_1188","Financial Services","Savings & Cooperative Banks"
"comp_8271","Basic Materials","Industrial Metals & Minerals"
"comp_5887","Financial Services","Credit Services"
"comp_7664","Industrials","Engineering & Construction"
"comp_6475","Healthcare","Medical Instruments & Supplies"
"comp_7728","Financial Services","Credit Services"
"comp_7277","Technology","Software - Application"
"comp_7874","Consumer Defensive","Farm Products"
"comp_5055","Consumer Cyclical","Textile Manufacturing"
"comp_9887","Financial Services","Banks - Regional - Europe"
"comp_10652","Consumer Defensive","Farm Products"
"comp_11373","Consumer Cyclical","Personal Services"
"comp_1860","Consumer Cyclical","Apparel Stores"
"comp_3287","Financial Services","Banks - Regional - US"
"comp_12365","Basic Materials","Building Materials"
"comp_8960","Technology","Internet Content & Information"
"comp_9377","Basic Materials","Industrial Metals & Minerals"
"comp_3527","Financial Services","Asset Management"
"comp_9085","Technology","Semiconductors"
"comp_8705","Consumer Cyclical","Home Furnishings & Fixtures"
"comp_1156","Consumer Cyclical","Leisure"
"comp_1883","Industrials","Business Services"
"comp_8957","Basic Materials","Industrial Metals & Minerals"
"comp_11029","Industrials","Conglomerates"
"comp_1213","Technology","Internet Content & Information"
"comp_3470","Healthcare","Medical Care"
"comp_5038","Consumer Cyclical","Department Stores"
"comp_12473","Consumer Cyclical","Broadcasting - TV"
"comp_7269","Financial Services","Banks - Regional - US"
"comp_10263","Basic Materials","Industrial Metals & Minerals"
"comp_6567","Consumer Cyclical","Leisure"
"comp_7191","Financial Services","Banks - Regional - US"
"comp_7813","Industrials","Business Equipment"
"comp_5942","Financial Services","Credit Services"
"comp_8843","Healthcare","Medical Instruments & Supplies"
"comp_9045","Industrials","Metal Fabrication"
"comp_8759","Financial Services","Asset Management"
"comp_13315","Industrials","Engineering & Construction"
"comp_8741","Consumer Defensive","Packaged Foods"
"comp_13326","Financial Services","Banks - Regional - US"
"comp_8636","Consumer Defensive","Beverages - Brewers"
"comp_4782","Technology","Software - Application"
"comp_11172","Financial Services","Specialty Finance"
"comp_9463","Financial Services","Banks - Regional - US"
"comp_7187","Technology","Software - Application"
"comp_9241","Healthcare","Biotechnology"
"comp_5903","Technology","Internet Content & Information"
"comp_285","Healthcare","Medical Devices"
"comp_6018","Financial Services","Banks - Regional - US"
"comp_12496","Energy","Oil & Gas Equipment & Services"
"comp_12055","Real Estate","REIT - Diversified"
"comp_6353","Energy","Oil & Gas E&P"
"comp_5456","Financial Services","Credit Services"
"comp_6659","Basic Materials","Industrial Metals & Minerals"
"comp_137","Healthcare","Biotechnology"
"comp_5910","Basic Materials","Building Materials"
"comp_4459","Industrials","Business Services"
"comp_5741","Basic Materials","Industrial Metals & Minerals"
"comp_7626","Financial Services","Savings & Cooperative Banks"
"comp_8171","Consumer Defensive","Education & Training Services"
"comp_12182","Consumer Defensive","Education & Training Services"
"comp_6496","Consumer Cyclical","Rubber & Plastics"
"comp_12394","Technology","Semiconductor Equipment & Materials"
"comp_694","Energy","Oil & Gas Midstream"
"comp_7317","Healthcare","Biotechnology"
"comp_7753","Consumer Cyclical","Department Stores"
"comp_3703","Basic Materials","Industrial Metals & Minerals"
"comp_7979","Healthcare","Biotechnology"
"comp_6370","Consumer Defensive","Food Distribution"
"comp_4758","Basic Materials","Industrial Metals & Minerals"
"comp_6039","Financial Services","Banks - Regional - US"
"comp_10927","Energy","Oil & Gas E&P"
"comp_5908","Consumer Defensive","Beverages - Soft Drinks"
"comp_5299","Healthcare","Long-Term Care Facilities"
"comp_4990","Technology","Software - Application"
"comp_10973","Technology","Software - Application"
"comp_12722","Consumer Defensive","Education & Training Services"
"comp_6456","Energy","Oil & Gas Equipment & Services"
"comp_4402","Consumer Cyclical","Restaurants"
"comp_1494","Technology","Electronic Components"
"comp_6204","Real Estate","REIT - Retail"
"comp_1899","Industrials","Farm & Construction Equipment"
"comp_8793","Real Estate","Real Estate Services"
"comp_7021","Consumer Defensive","Beverages - Brewers"
"comp_5929","Financial Services","Specialty Finance"
"comp_1363","Financial Services","Asset Management"
"comp_11594","Financial Services","Asset Management"
"comp_6800","Basic Materials","Gold"
"comp_11704","Industrials","Industrial Distribution"
"comp_10796","Healthcare","Diagnostics & Research"
"comp_335","Real Estate","Real Estate Services"
"comp_4778","Industrials","Conglomerates"
"comp_7090","Real Estate","REIT - Healthcare Facilities"
"comp_1252","Consumer Cyclical","Rubber & Plastics"
"comp_4155","Healthcare","Drug Manufacturers - Specialty & Generic"
"comp_556","Healthcare","Diagnostics & Research"
"comp_4894","Industrials","Staffing & Outsourcing Services"
"comp_12749","Basic Materials","Steel"
"comp_5565","Healthcare","Drug Manufacturers - Specialty & Generic"
"comp_6019","Financial Services","Banks - Regional - US"
"comp_7946","Financial Services","Banks - Regional - US"
"comp_5536","Financial Services","Insurance - Property & Casualty"
"comp_9769","Consumer Defensive","Education & Training Services"
"comp_8832","Healthcare","Drug Manufacturers - Specialty & Generic"
"comp_217","Industrials","Industrial Distribution"
"comp_10528","Energy","Oil & Gas E&P"
"comp_12361","Basic Materials","Chemicals"
"comp_7637","Real Estate","REIT - Retail"
"comp_5943","Industrials","Conglomerates"
"comp_3226","Healthcare","Biotechnology"
"comp_4756","Healthcare","Medical Devices"
"comp_10146","Basic Materials","Gold"
"comp_957","Consumer Cyclical","Publishing"
"comp_5468","Basic Materials","Gold"
"comp_7006","Basic Materials","Coal"
"comp_4295","Industrials","Business Services"
"comp_4657","Healthcare","Biotechnology"
"comp_10801","Basic Materials","Gold"
"comp_10792","Financial Services","Insurance - Reinsurance"
"comp_3744","Industrials","Conglomerates"
"comp_5092","Consumer Cyclical","Home Furnishings & Fixtures"
"comp_9655","Financial Services","Specialty Finance"
"comp_8443","Industrials","Conglomerates"
"comp_4690","Industrials","Diversified Industrials"
"comp_12449","Technology","Contract Manufacturers"
"comp_2122","Healthcare","Medical Care"
"comp_7887","Basic Materials","Industrial Metals & Minerals"
"comp_11333","Basic Materials","Paper & Paper Products"
"comp_7239","Healthcare","Biotechnology"
"comp_12230","Energy","Oil & Gas Midstream"
"comp_5672","Energy","Oil & Gas E&P"
"comp_11022","Consumer Cyclical","Apparel Manufacturing"
"comp_5041","Industrials","Conglomerates"
"comp_4551","Healthcare","Biotechnology"
"comp_7757","Healthcare","Medical Care"
"comp_4378","Consumer Defensive","Packaged Foods"
"comp_4032","Real Estate","REIT - Retail"
"comp_11891","Basic Materials","Industrial Metals & Minerals"
"comp_12255","Healthcare","Diagnostics & Research"
"comp_7932","Financial Services","Capital Markets"
"comp_4600","Financial Services","Credit Services"
"comp_9584","Technology","Software - Application"
"comp_12278","Energy","Oil & Gas E&P"
"comp_8769","Consumer Defensive","Tobacco"
"comp_6716","Industrials","Engineering & Construction"
"comp_5423","Technology","Software - Application"
"comp_2156","Basic Materials","Gold"
"comp_13591","Industrials","Railroads"
"comp_10416","Healthcare","Diagnostics & Research"
"comp_7519","Financial Services","Financial Exchanges"
"comp_10395","Consumer Cyclical","Specialty Retail"
"comp_8337","Technology","Scientific & Technical Instruments"
"comp_3319","Consumer Cyclical","Textile Manufacturing"
"comp_2863","Technology","Computer Distribution"
"comp_4408","Technology","Computer Systems"
"comp_8447","Industrials","Security & Protection Services"
"comp_4950","Consumer Defensive","Packaged Foods"
"comp_7008","Basic Materials","Gold"
"comp_6493","Financial Services","Banks - Regional - Europe"
"comp_10805","Consumer Defensive","Beverages - Soft Drinks"
"comp_10239","Healthcare","Biotechnology"
"comp_10152","Consumer Cyclical","Apparel Stores"
"comp_1175","Consumer Cyclical","Auto Parts"
"comp_9905","Basic Materials","Gold"
"comp_3148","Financial Services","Banks - Regional - US"
"comp_1470","Energy","Oil & Gas Integrated"
"comp_11453","Industrials","Business Services"
"comp_3808","Financial Services","Banks - Regional - US"
"comp_2924","Communication Services","Telecom Services"
"comp_3671","Consumer Defensive","Packaged Foods"
"comp_3825","Financial Services","Capital Markets"
"comp_606","Technology","Semiconductor Equipment & Materials"
"comp_3475","Healthcare","Drug Manufacturers - Specialty & Generic"
"comp_5156","Consumer Cyclical","Apparel Stores"
"comp_12656","Consumer Cyclical","Auto Parts"
"comp_8961","Healthcare","Biotechnology"
"comp_11296","Financial Services","Asset Management"
"comp_1526","Basic Materials","Industrial Metals & Minerals"
"comp_4105","Real Estate","Real Estate - General"
"comp_4812","Consumer Cyclical","Luxury Goods"
"comp_12245","Healthcare","Medical Devices"
"comp_12659","Financial Services","Savings & Cooperative Banks"
"comp_4429","Technology","Communication Equipment"
"comp_3822","Technology","Consumer Electronics"
"comp_8790","Consumer Cyclical","Advertising Agencies"
"comp_7451","Industrials","Diversified Industrials"
"comp_3044","Industrials","Integrated Shipping & Logistics"
"comp_4705","Energy","Oil & Gas E&P"
"comp_7925","Basic Materials","Coal"
"comp_4253","Industrials","Pollution & Treatment Controls"
"comp_10760","Energy","Oil & Gas E&P"
"comp_12330","Real Estate","Real Estate - General"
"comp_3210","Technology","Software - Application"
"comp_9105","Industrials","Engineering & Construction"
"comp_7611","Consumer Defensive","Packaged Foods"
"comp_5599","Financial Services","Banks - Regional - US"
"comp_815","Basic Materials","Coal"
"comp_3403","Basic Materials","Industrial Metals & Minerals"
"comp_12695","Technology","Internet Content & Information"
"comp_6290","Healthcare","Biotechnology"
"comp_10568","Financial Services","Capital Markets"
"comp_10739","Industrials","Business Services"
"comp_4912","Financial Services","Banks - Regional - US"
"comp_12020","Consumer Cyclical","Personal Services"
"comp_8603","Consumer Cyclical","Publishing"
"comp_5701","Industrials","Pollution & Treatment Controls"
"comp_11922","Utilities","Utilities - Regulated Gas"
"comp_9194","Financial Services","Banks - Regional - US"
"comp_2401","Basic Materials","Coal"
"comp_12962","Utilities","Utilities - Regulated Gas"
"comp_1709","Consumer Cyclical","Home Furnishings & Fixtures"
"comp_4896","Utilities","Utilities - Regulated Water"
"comp_1670","Healthcare","Medical Devices"
"comp_9813","Technology","Solar"
"comp_3905","Financial Services","Banks - Regional - US"
"comp_12227","Healthcare","Long-Term Care Facilities"
"comp_5631","Energy","Oil & Gas Midstream"
"comp_7535","Consumer Defensive","Household & Personal Products"
"comp_1685","Industrials","Farm & Construction Equipment"
"comp_6543","Basic Materials","Industrial Metals & Minerals"
"comp_7884","Financial Services","Capital Markets"
"comp_6774","Consumer Cyclical","Restaurants"
"comp_9786","Energy","Oil & Gas E&P"
"comp_4739","Industrials","Metal Fabrication"
"comp_9972","Technology","Communication Equipment"
"comp_11474","Consumer Cyclical","Leisure"
"comp_8299","Financial Services","Savings & Cooperative Banks"
"comp_3170","Healthcare","Biotechnology"
"comp_12571","Real Estate","REIT - Residential"
"comp_8482","Basic Materials","Building Materials"
"comp_12903","Utilities","Utilities - Regulated Water"
"comp_13003","Technology","Software - Application"
"comp_4785","Technology","Information Technology Services"
"comp_10696","Financial Services","Banks - Global"
"comp_853","Consumer Cyclical","Specialty Retail"
"comp_5808","Basic Materials","Gold"
"comp_5985","Financial Services","Banks - Regional - US"
"comp_10863","Real Estate","Real Estate Services"
"comp_13537","Healthcare","Biotechnology"
"comp_2591","Financial Services","Credit Services"
"comp_11829","Energy","Oil & Gas E&P"
"comp_7315","Technology","Information Technology Services"
"comp_9349","Technology","Semiconductor Memory"
"comp_6695","Healthcare","Biotechnology"
"comp_1697","Financial Services","Insurance - Diversified"
"comp_5648","Financial Services","Credit Services"
"comp_7455","Communication Services","Telecom Services"
"comp_13294","Consumer Cyclical","Auto Parts"
"comp_6726","Basic Materials","Industrial Metals & Minerals"
"comp_3663","Healthcare","Diagnostics & Research"
"comp_12751","Healthcare","Medical Care"
"comp_7734","Consumer Defensive","Packaged Foods"
"comp_3998","Industrials","Business Services"
"comp_12315","Consumer Cyclical","Auto Parts"
"comp_11000","Technology","Electronic Components"
"comp_12120","Technology","Information Technology Services"
"comp_4421","Industrials","Engineering & Construction"
"comp_13233","Financial Services","Asset Management"
"comp_5008","Healthcare","Biotechnology"
"comp_10331","Consumer Defensive","Packaged Foods"
"comp_11132","Financial Services","Banks - Regional - US"
"comp_11114","Healthcare","Biotechnology"
"comp_3681","Industrials","Pollution & Treatment Controls"
"comp_13300","Real Estate","REIT - Office"
"comp_10045","Energy","Oil & Gas E&P"
"comp_8611","Healthcare","Medical Devices"
"comp_9347","Consumer Cyclical","Leisure"
"comp_6509","Communication Services","Telecom Services"
"comp_3208","Healthcare","Medical Care"
"comp_6775","Financial Services","Banks - Regional - Asia"
"comp_11731","Industrials","Farm & Construction Equipment"
"comp_5088","Technology","Communication Equipment"
"comp_12069","Industrials","Aerospace & Defense"
"comp_11118","Financial Services","Banks - Regional - US"
"comp_3375","Consumer Cyclical","Restaurants"
"comp_1206","Consumer Defensive","Education & Training Services"
"comp_2891","Healthcare","Drug Manufacturers - Specialty & Generic"
"comp_7737","Consumer Cyclical","Luxury Goods"
"comp_6267","Financial Services","Credit Services"
"comp_11543","Energy","Oil & Gas Midstream"
"comp_3697","Financial Services","Banks - Regional - US"
"comp_10329","Financial Services","Banks - Regional - US"
"comp_9520","Consumer Defensive","Household & Personal Products"
"comp_637","Basic Materials","Industrial Metals & Minerals"
"comp_4513","Real Estate","REIT - Office"
"comp_1491","Industrials","Engineering & Construction"
"comp_177","Financial Services","Capital Markets"
"comp_6753","Industrials","Infrastructure Operations"
"comp_4740","Financial Services","Asset Management"
"comp_11227","Industrials","Business Services"
"comp_10068","Healthcare","Biotechnology"
"comp_10761","Technology","Internet Content & Information"
"comp_8573","Consumer Defensive","Packaged Foods"
"comp_11498","Industrials","Business Services"
"comp_3483","Industrials","Metal Fabrication"
"comp_2471","Basic Materials","Industrial Metals & Minerals"
"comp_11811","Healthcare","Medical Devices"
"comp_4748","Financial Services","Banks - Regional - Europe"
"comp_4964","Basic Materials","Gold"
"comp_11168","Basic Materials","Gold"
"comp_13621","Healthcare","Biotechnology"
"comp_580","Consumer Cyclical","Textile Manufacturing"
"comp_309","Technology","Semiconductors"
"comp_2186","Technology","Communication Equipment"
"comp_865","Industrials","Engineering & Construction"
"comp_597","Technology","Electronic Components"
"comp_2118","Consumer Cyclical","Packaging & Containers"
"comp_1047","Financial Services","Asset Management"
"comp_467","Consumer Defensive","Household & Personal Products"
"comp_12604","Communication Services","Telecom Services"
"comp_193","Financial Services","Capital Markets"
"comp_9567","Real Estate","REIT - Healthcare Facilities"
"comp_13067","Real Estate","REIT - Retail"
"comp_4187","Financial Services","Banks - Regional - US"
"comp_3839","Industrials","Rental & Leasing Services"
"comp_409","Utilities","Utilities - Regulated Electric"
"comp_12977","Healthcare","Biotechnology"
"comp_12642","Consumer Cyclical","Textile Manufacturing"
"comp_9554","Healthcare","Medical Devices"
"comp_11821","Industrials","Engineering & Construction"
"comp_8056","Consumer Cyclical","Packaging & Containers"
"comp_2214","Financial Services","Banks - Regional - US"
"comp_12985","Financial Services","Specialty Finance"
"comp_8639","Basic Materials","Chemicals"
"comp_13023","Technology","Solar"
"comp_817","Basic Materials","Building Materials"
"comp_7489","Basic Materials","Industrial Metals & Minerals"
"comp_6001","Basic Materials","Industrial Metals & Minerals"
"comp_7344","Healthcare","Biotechnology"
"comp_3088","Industrials","Security & Protection Services"
"comp_12003","Consumer Defensive","Beverages - Brewers"
"comp_1564","Financial Services","Savings & Cooperative Banks"
"comp_7865","Real Estate","Real Estate - General"
"comp_3314","Basic Materials","Industrial Metals & Minerals"
"comp_1656","Technology","Software - Application"
"comp_550","Technology","Communication Equipment"
"comp_9088","Basic Materials","Industrial Metals & Minerals"
"comp_6193","Real Estate","Real Estate - General"
"comp_516","Basic Materials","Gold"
"comp_748","Industrials","Engineering & Construction"
"comp_7386","Technology","Electronic Components"
"comp_6027","Technology","Software - Infrastructure"
"comp_6195","Basic Materials","Industrial Metals & Minerals"
"comp_12781","Basic Materials","Aluminum"
"comp_9740","Healthcare","Biotechnology"
"comp_8492","Basic Materials","Industrial Metals & Minerals"
"comp_12408","Financial Services","Credit Services"
"comp_6007","Financial Services","Banks - Regional - US"
"comp_10031","Financial Services","Banks - Regional - US"
"comp_6609","Energy","Oil & Gas Midstream"
"comp_10600","Technology","Health Information Services"
"comp_690","Consumer Cyclical","Apparel Stores"
"comp_3677","Financial Services","Banks - Regional - US"
"comp_2044","Technology","Software - Infrastructure"
"comp_2250","Basic Materials","Chemicals - Major Diversified"
"comp_5960","Technology","Software - Application"
"comp_1546","Real Estate","Real Estate - General"
"comp_12689","Industrials","Conglomerates"
"comp_10002","Financial Services","Savings & Cooperative Banks"
"comp_12263","Basic Materials","Steel"
"comp_6581","Technology","Software - Infrastructure"
"comp_8545","Consumer Cyclical","Media - Diversified"
"comp_3607","Healthcare","Biotechnology"
"comp_5458","Healthcare","Medical Distribution"
"comp_7695","Industrials","Staffing & Outsourcing Services"
"comp_13230","Technology","Communication Equipment"
"comp_13483","Technology","Information Technology Services"
"comp_7448","Technology","Software - Application"
"comp_13354","Technology","Electronic Gaming & Multimedia"
"comp_11888","Consumer Cyclical","Auto Parts"
"comp_8896","Consumer Defensive","Beverages - Soft Drinks"
"comp_11728","Energy","Oil & Gas Refining & Marketing"
"comp_8088","Real Estate","Real Estate Services"
"comp_7856","Consumer Cyclical","Leisure"
"comp_13054","Industrials","Business Services"
"comp_9001","Technology","Software - Application"
"comp_10963","Industrials","Waste Management"
"comp_11159","Real Estate","REIT - Healthcare Facilities"
"comp_4146","Healthcare","Diagnostics & Research"
"comp_578","Technology","Electronic Components"
"comp_4596","Healthcare","Biotechnology"
"comp_6735","Consumer Cyclical","Publishing"
"comp_12879","Technology","Computer Systems"
"comp_7678","Technology","Consumer Electronics"
"comp_10934","Energy","Oil & Gas E&P"
"comp_6975","Real Estate","REIT - Retail"
"comp_4787","Technology","Software - Infrastructure"
"comp_12865","Consumer Defensive","Tobacco"
"comp_8596","Healthcare","Medical Instruments & Supplies"
"comp_6652","Industrials","Conglomerates"
"comp_9254","Technology","Software - Infrastructure"
"comp_3370","Consumer Cyclical","Apparel Stores"
"comp_3173","Financial Services","Banks - Global"
"comp_10988","Healthcare","Biotechnology"
"comp_1907","Industrials","Conglomerates"
"comp_2868","Energy","Oil & Gas E&P"
"comp_2117","Healthcare","Medical Devices"
"comp_12378","Technology","Communication Equipment"
"comp_4359","Real Estate","Real Estate Services"
"comp_10687","Financial Services","Asset Management"
"comp_9354","Basic Materials","Industrial Metals & Minerals"
"comp_2481","Basic Materials","Industrial Metals & Minerals"
"comp_6648","Energy","Oil & Gas E&P"
"comp_9488","Technology","Semiconductors"
"comp_11352","Basic Materials","Gold"
"comp_5353","Industrials","Pollution & Treatment Controls"
"comp_8841","Industrials","Business Services"
"comp_10408","Financial Services","Banks - Regional - US"
"comp_3605","Financial Services","Asset Management"
"comp_909","Financial Services","Insurance - Diversified"
"comp_1996","Healthcare","Biotechnology"
"comp_5870","Industrials","Diversified Industrials"
"comp_1260","Consumer Cyclical","Auto Parts"
"comp_4005","Healthcare","Drug Manufacturers - Major"
"comp_2445","Financial Services","Asset Management"
"comp_7274","Healthcare","Medical Instruments & Supplies"
"comp_3842","Technology","Electronics Distribution"
"comp_13490","Real Estate","REIT - Diversified"
"comp_1059","Industrials","Aerospace & Defense"
"comp_12835","Healthcare","Medical Care"
"comp_5039","Industrials","Security & Protection Services"
"comp_6254","Financial Services","Banks - Regional - US"
"comp_11152","Financial Services","Banks - Regional - Europe"
"comp_6307","Consumer Defensive","Farm Products"
"comp_11773","Industrials","Staffing & Outsourcing Services"
"comp_2168","Financial Services","Capital Markets"
"comp_7927","Healthcare","Drug Manufacturers - Specialty & Generic"
"comp_1768","Consumer Cyclical","Auto Parts"
"comp_3953","Consumer Cyclical","Auto Parts"
"comp_3240","Consumer Defensive","Beverages - Wineries & Distilleries"
"comp_5352","Consumer Cyclical","Textile Manufacturing"
"comp_13572","Consumer Cyclical","Textile Manufacturing"
"comp_9586","Real Estate","Real Estate Services"
"comp_9730","Basic Materials","Specialty Chemicals"
"comp_4566","Basic Materials","Gold"
"comp_13588","Basic Materials","Agricultural Inputs"
"comp_12004","Energy","Oil & Gas E&P"
"comp_4120","Basic Materials","Gold"
"comp_7879","Industrials","Staffing & Outsourcing Services"
"comp_10780","Financial Services","Banks - Regional - US"
"comp_6595","Healthcare","Biotechnology"
"comp_5576","Consumer Cyclical","Recreational Vehicles"
"comp_8387","Financial Services","Banks - Regional - US"
"comp_8025","Consumer Defensive","Household & Personal Products"
"comp_6918","Real Estate","REIT - Diversified"
"comp_9011","Healthcare","Diagnostics & Research"
"comp_1422","Healthcare","Drug Manufacturers - Specialty & Generic"
"comp_12220","Consumer Cyclical","Footwear & Accessories"
"comp_10620","Technology","Computer Systems"
"comp_1720","Basic Materials","Gold"
"comp_13209","Energy","Oil & Gas E&P"
"comp_2553","Industrials","Staffing & Outsourcing Services"
"comp_9455","Energy","Oil & Gas Midstream"
"comp_9465","Energy","Oil & Gas Midstream"
"comp_1473","Utilities","Utilities - Regulated Electric"
"comp_8403","Communication Services","Telecom Services"
"comp_8979","Financial Services","Savings & Cooperative Banks"
"comp_7010","Real Estate","Real Estate - General"
"comp_6679","Technology","Data Storage"
"comp_10410","Financial Services","Banks - Regional - US"
"comp_920","Real Estate","REIT - Diversified"
"comp_7057","Basic Materials","Industrial Metals & Minerals"
"comp_8616","Real Estate","Real Estate - General"
"comp_3651","Basic Materials","Industrial Metals & Minerals"
"comp_1161","Consumer Cyclical","Textile Manufacturing"
"comp_9471","Healthcare","Biotechnology"
"comp_12414","Energy","Oil & Gas Midstream"
"comp_11706","Healthcare","Medical Instruments & Supplies"
"comp_9809","Industrials","Aerospace & Defense"
"comp_5897","Consumer Defensive","Packaged Foods"
"comp_9518","Basic Materials","Steel"
"comp_6265","Industrials","Integrated Shipping & Logistics"
"comp_6079","Consumer Defensive","Packaged Foods"
"comp_1037","Industrials","Integrated Shipping & Logistics"
"comp_6825","Real Estate","REIT - Healthcare Facilities"
"comp_8504","Financial Services","Savings & Cooperative Banks"
"comp_2444","Healthcare","Biotechnology"
"comp_7466","Basic Materials","Industrial Metals & Minerals"
"comp_7398","Industrials","Business Services"
"comp_1791","Healthcare","Drug Manufacturers - Specialty & Generic"
"comp_11188","Consumer Cyclical","Personal Services"
"comp_2368","Utilities","Utilities - Independent Power Producers"
"comp_7225","Financial Services","Asset Management"
"comp_4410","Financial Services","Banks - Regional - US"
"comp_1933","Industrials","Airlines"
"comp_12637","Financial Services","Banks - Regional - US"
"comp_1561","Financial Services","Insurance - Life"
"comp_8996","Healthcare","Medical Devices"
"comp_4461","Financial Services","Banks - Regional - US"
"comp_12498","Technology","Software - Application"
"comp_10032","Consumer Cyclical","Specialty Retail"
"comp_13186","Financial Services","Savings & Cooperative Banks"
"comp_7883","Industrials","Conglomerates"
"comp_7687","Financial Services","Banks - Regional - US"
"comp_1140","Industrials","Aerospace & Defense"
"comp_3939","Healthcare","Biotechnology"
"comp_2217","Consumer Defensive","Food Distribution"
"comp_12225","Industrials","Pollution & Treatment Controls"
"comp_8148","Technology","Internet Content & Information"
"comp_8674","Industrials","Security & Protection Services"
"comp_11319","Industrials","Metal Fabrication"
"comp_6129","Financial Services","Banks - Regional - US"
"comp_13160","Technology","Scientific & Technical Instruments"
"comp_4245","Technology","Software - Application"
"comp_7320","Financial Services","Specialty Finance"
"comp_2384","Financial Services","Banks - Regional - US"
"comp_5721","Industrials","Pollution & Treatment Controls"
"comp_1647","Consumer Cyclical","Publishing"
"comp_3130","Consumer Cyclical","Specialty Retail"
"comp_12324","Consumer Cyclical","Residential Construction"
"comp_10212","Consumer Cyclical","Packaging & Containers"
"comp_5159","Basic Materials","Building Materials"
"comp_11191","Consumer Defensive","Education & Training Services"
"comp_13441","Industrials","Security & Protection Services"
"comp_672","Basic Materials","Gold"
"comp_11749","Basic Materials","Industrial Metals & Minerals"
"comp_12008","Basic Materials","Industrial Metals & Minerals"
"comp_5416","Basic Materials","Copper"
"comp_13151","Industrials","Diversified Industrials"
"comp_3736","Financial Services","Banks - Regional - US"
"comp_4907","Technology","Semiconductors"
"comp_941","Industrials","Farm & Construction Equipment"
"comp_1129","Basic Materials","Industrial Metals & Minerals"
"comp_11784","Financial Services","Insurance - Property & Casualty"
"comp_4164","Healthcare","Drug Manufacturers - Specialty & Generic"
"comp_5482","Healthcare","Biotechnology"
"comp_537","Financial Services","Asset Management"
"comp_8140","Financial Services","Banks - Regional - Canada"
"comp_2413","Industrials","Business Services"
"comp_13226","Real Estate","REIT - Industrial"
"comp_6050","Technology","Scientific & Technical Instruments"
"comp_12500","Consumer Cyclical","Auto Parts"
"comp_8927","Industrials","Pollution & Treatment Controls"
"comp_11807","Technology","Software - Application"
"comp_9789","Financial Services","Banks - Regional - US"
"comp_6508","Real Estate","Real Estate Services"
"comp_11729","Technology","Software - Infrastructure"
"comp_3950","Consumer Cyclical","Resorts & Casinos"
"comp_534","Healthcare","Biotechnology"
"comp_10311","Basic Materials","Lumber & Wood Production"
"comp_1324","Industrials","Engineering & Construction"
"comp_7630","Industrials","Engineering & Construction"
"comp_1077","Financial Services","Credit Services"
"comp_2613","Industrials","Diversified Industrials"
"comp_720","Technology","Semiconductors"
"comp_560","Basic Materials","Specialty Chemicals"
"comp_7375","Industrial Goods","Heavy Construction"
"comp_5803","Healthcare","Medical Care"
"comp_5850","Basic Materials","Gold"
"comp_13248","Consumer Defensive","Farm Products"
"comp_7736","Healthcare","Drug Manufacturers - Major"
"comp_2266","Consumer Cyclical","Packaging & Containers"
"comp_10638","Energy","Oil & Gas E&P"
"comp_12095","Industrials","Engineering & Construction"
"comp_5674","Basic Materials","Building Materials"
"comp_3471","Industrial Goods","Pollution & Treatment Controls"
"comp_7086","Real Estate","REIT - Industrial"
"comp_5909","Consumer Defensive","Packaged Foods"
"comp_1945","Technology","Consumer Electronics"
"comp_9910","Healthcare","Drug Manufacturers - Specialty & Generic"
"comp_1011","Real Estate","REIT - Residential"
"comp_2317","Basic Materials","Agricultural Inputs"
"comp_2856","Utilities","Utilities - Regulated Electric"
"comp_3335","Basic Materials","Specialty Chemicals"
"comp_3116","Healthcare","Medical Devices"
"comp_6068","Technology","Contract Manufacturers"
"comp_13006","Basic Materials","Specialty Chemicals"
"comp_1712","Industrials","Airports & Air Services"
"comp_267","Healthcare","Biotechnology"
"comp_3999","Consumer Defensive","Household & Personal Products"
"comp_2154","Technology","Computer Distribution"
"comp_3176","Communication Services","Telecom Services"
"comp_5461","Financial Services","Banks - Regional - US"
"comp_6405","Basic Materials","Industrial Metals & Minerals"
"comp_4056","Financial Services","Banks - Regional - US"
"comp_6319","Consumer Cyclical","Apparel Stores"
"comp_7075","Technology","Software - Application"
"comp_7434","Basic Materials","Industrial Metals & Minerals"
"comp_4552","Healthcare","Biotechnology"
"comp_1963","Healthcare","Medical Devices"
"comp_9928","Basic Materials","Copper"
